,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_date
11225,Manhattan,Washington Heights,40.84874,-73.94202,Private room,99,1,129,3.75,2,299,2019.0,1.0,24.0
11226,Manhattan,Chelsea,40.7411,-74.00184,Private room,112,5,31,0.68,1,0,2016.0,6.0,18.0
11227,Brooklyn,Bedford-Stuyvesant,40.68978,-73.95826,Private room,65,1,1,0.02,2,0,2015.0,10.0,11.0
11228,Manhattan,Midtown,40.74509,-73.98268,Entire home/apt,200,1,9,0.2,1,0,2016.0,4.0,8.0
11229,Brooklyn,Prospect-Lefferts Gardens,40.66159,-73.94129,Entire home/apt,98,5,135,2.96,4,102,2019.0,6.0,19.0
11230,Queens,Jackson Heights,40.7553,-73.88702,Private room,50,2,49,1.08,2,356,2019.0,1.0,2.0
11231,Queens,Astoria,40.76512,-73.92431,Entire home/apt,135,3,11,0.24,1,0,2016.0,10.0,2.0
11232,Brooklyn,Red Hook,40.67807,-74.01397,Private room,50,1,190,4.23,1,188,2019.0,6.0,27.0
11233,Manhattan,Upper East Side,40.77858,-73.95059,Entire home/apt,145,4,2,0.05,1,0,2016.0,7.0,5.0
11234,Manhattan,Upper West Side,40.79494,-73.96545,Entire home/apt,450,28,0,0.0,1,365,0.0,0.0,0.0
11235,Manhattan,Upper East Side,40.76574,-73.95875,Private room,141,1,2,0.04,1,0,2015.0,10.0,29.0
11236,Brooklyn,Bedford-Stuyvesant,40.69473,-73.93437,Private room,110,2,86,1.9,7,316,2019.0,7.0,2.0
11237,Manhattan,Upper West Side,40.8005,-73.96211,Private room,107,2,0,0.0,1,0,0.0,0.0,0.0
11238,Brooklyn,Brighton Beach,40.58176,-73.96264,Entire home/apt,110,30,7,0.19,9,284,2018.0,8.0,8.0
11239,Brooklyn,Gowanus,40.67475,-73.99707,Entire home/apt,1000,2,0,0.0,1,365,0.0,0.0,0.0
11240,Manhattan,West Village,40.73406,-74.00963,Entire home/apt,299,2,2,0.05,1,0,2016.0,1.0,5.0
11241,Manhattan,Upper East Side,40.775,-73.95071,Entire home/apt,190,2,26,0.58,1,42,2019.0,7.0,1.0
11242,Brooklyn,Fort Greene,40.68601,-73.97813,Entire home/apt,175,1,0,0.0,1,0,0.0,0.0,0.0
11243,Manhattan,Nolita,40.72143,-73.99427,Private room,70,3,13,0.29,1,0,2016.0,6.0,20.0
11244,Manhattan,Kips Bay,40.74279,-73.97833,Entire home/apt,75,1,4,0.09,1,0,2017.0,7.0,2.0
11245,Manhattan,Gramercy,40.73438,-73.9853,Entire home/apt,155,3,17,0.37,1,0,2016.0,8.0,10.0
11246,Manhattan,Upper East Side,40.77243,-73.95016,Entire home/apt,96,2,34,0.75,1,0,2019.0,6.0,24.0
11247,Brooklyn,Williamsburg,40.7171,-73.94289,Entire home/apt,350,3,2,0.04,2,0,2016.0,1.0,2.0
11248,Manhattan,Lower East Side,40.71971,-73.98494,Private room,90,4,59,1.36,1,2,2019.0,7.0,1.0
11249,Manhattan,Hell's Kitchen,40.76302,-73.98833,Entire home/apt,500,3,55,1.23,1,46,2019.0,6.0,24.0
11250,Brooklyn,South Slope,40.66852,-73.9895,Private room,40,1,0,0.0,1,0,0.0,0.0,0.0
11251,Manhattan,Midtown,40.7675,-73.98228,Entire home/apt,175,7,15,0.34,1,0,2018.0,7.0,8.0
11252,Brooklyn,Prospect-Lefferts Gardens,40.65949,-73.94852,Entire home/apt,50,5,1,0.02,1,0,2015.0,12.0,23.0
11253,Manhattan,Harlem,40.82248,-73.94891,Entire home/apt,130,1,289,6.46,1,217,2019.0,6.0,19.0
11254,Brooklyn,Williamsburg,40.70696,-73.94349,Private room,90,2,1,0.02,1,0,2015.0,10.0,18.0
11255,Manhattan,East Harlem,40.79699,-73.93882,Private room,65,2,38,0.83,2,270,2019.0,4.0,30.0
11256,Manhattan,East Village,40.72895,-73.98789,Entire home/apt,200,1,1,0.03,1,0,2016.0,5.0,31.0
11257,Brooklyn,Flatbush,40.64201,-73.95425,Entire home/apt,63,5,35,0.78,2,98,2019.0,6.0,12.0
11258,Manhattan,Upper West Side,40.80093,-73.96308,Private room,110,1,2,0.07,1,0,2018.0,12.0,17.0
11259,Queens,Kew Gardens,40.71065,-73.83015,Entire home/apt,100,1,14,0.31,1,90,2019.0,1.0,1.0
11260,Manhattan,Morningside Heights,40.81669,-73.96029,Private room,60,2,11,0.25,1,188,2017.0,6.0,10.0
11261,Brooklyn,Bedford-Stuyvesant,40.69053,-73.95632,Private room,45,5,32,0.7,4,0,2017.0,12.0,26.0
11262,Manhattan,Harlem,40.80864,-73.95007,Entire home/apt,117,28,125,2.77,2,29,2018.0,11.0,17.0
11263,Brooklyn,Williamsburg,40.71104,-73.96113,Entire home/apt,175,5,10,0.23,1,32,2019.0,6.0,13.0
11264,Brooklyn,Sheepshead Bay,40.58599,-73.92762,Entire home/apt,2000,1,1,0.02,1,365,2015.0,10.0,27.0
11265,Brooklyn,Flatbush,40.65315,-73.95538,Private room,60,1,0,0.0,1,0,0.0,0.0,0.0
11266,Manhattan,Midtown,40.75531,-73.9655,Private room,148,1,30,0.84,1,16,2019.0,7.0,4.0
11267,Queens,Queens Village,40.71341,-73.74804,Private room,65,1,0,0.0,1,0,0.0,0.0,0.0
11268,Brooklyn,Bushwick,40.70076,-73.92828,Private room,150,4,0,0.0,1,0,0.0,0.0,0.0
11269,Brooklyn,Prospect-Lefferts Gardens,40.65973,-73.94826,Private room,100,1,5,0.22,1,89,2017.0,10.0,29.0
11270,Manhattan,Hell's Kitchen,40.76612,-73.98545,Entire home/apt,200,30,3,0.07,15,336,2018.0,4.0,30.0
11271,Manhattan,Harlem,40.80745,-73.9418,Entire home/apt,650,2,1,0.04,1,0,2017.0,3.0,5.0
11272,Manhattan,Chinatown,40.71569,-73.99174,Entire home/apt,199,2,18,1.28,1,1,2019.0,6.0,15.0
11273,Manhattan,Midtown,40.7569,-73.96408,Entire home/apt,115,30,1,0.03,52,341,2017.0,1.0,27.0
11274,Manhattan,West Village,40.73631,-74.00611,Entire home/apt,245,3,51,1.12,1,0,2018.0,9.0,19.0
11275,Queens,Ditmars Steinway,40.77058,-73.91091,Entire home/apt,187,6,57,1.33,8,275,2019.0,6.0,9.0
11276,Manhattan,Harlem,40.8186,-73.94413,Entire home/apt,88,2,24,0.53,1,39,2019.0,6.0,29.0
11277,Manhattan,Upper West Side,40.77812,-73.98067,Entire home/apt,280,1,1,0.02,1,0,2015.0,10.0,13.0
11278,Manhattan,Chelsea,40.74043,-73.99913,Entire home/apt,200,1,0,0.0,1,0,0.0,0.0,0.0
11279,Manhattan,Harlem,40.81132,-73.94496,Entire home/apt,95,2,1,0.02,1,0,2015.0,10.0,20.0
11280,Manhattan,East Village,40.72774,-73.97934,Entire home/apt,260,2,170,3.85,1,236,2019.0,7.0,1.0
11281,Manhattan,Upper East Side,40.76127,-73.95815,Entire home/apt,148,2,1,0.02,1,0,2015.0,12.0,29.0
11282,Manhattan,Midtown,40.75618,-73.966,Entire home/apt,100,30,2,0.05,52,365,2016.0,4.0,17.0
11283,Manhattan,Harlem,40.82219,-73.9448,Private room,100,1,58,1.27,1,78,2019.0,6.0,23.0
11284,Manhattan,Washington Heights,40.8465,-73.94319,Shared room,60,1,0,0.0,1,0,0.0,0.0,0.0
11285,Manhattan,Harlem,40.81146,-73.94589,Private room,64,3,142,3.12,2,210,2019.0,7.0,6.0
11286,Brooklyn,Carroll Gardens,40.67763,-73.99628,Private room,125,2,30,0.67,2,80,2019.0,6.0,27.0
11287,Bronx,Fordham,40.86711,-73.89525,Private room,65,1,0,0.0,1,0,0.0,0.0,0.0
11288,Manhattan,Harlem,40.81925,-73.94073,Entire home/apt,110,2,4,0.11,1,0,2017.0,7.0,23.0
11289,Manhattan,East Village,40.73138,-73.99002,Entire home/apt,745,1,0,0.0,1,0,0.0,0.0,0.0
11290,Manhattan,Upper East Side,40.76942,-73.96614,Entire home/apt,140,30,5,0.15,12,0,2019.0,4.0,12.0
11291,Brooklyn,Greenpoint,40.72604,-73.95536,Private room,35,1,9,0.2,1,0,2017.0,3.0,6.0
11292,Queens,Jackson Heights,40.75115,-73.8939,Entire home/apt,85,3,91,2.11,2,50,2019.0,6.0,24.0
11293,Manhattan,Murray Hill,40.7494,-73.97823,Private room,111,1,4,0.09,1,0,2015.0,10.0,30.0
11294,Manhattan,SoHo,40.72613,-74.00826,Entire home/apt,399,90,5,0.11,1,365,2018.0,5.0,2.0
11295,Queens,Corona,40.74049,-73.85607,Shared room,40,1,39,0.87,4,351,2019.0,7.0,1.0
11296,Manhattan,Greenwich Village,40.73076,-73.99567,Entire home/apt,300,1,0,0.0,1,0,0.0,0.0,0.0
11297,Brooklyn,Bedford-Stuyvesant,40.68928,-73.95976,Private room,180,5,12,0.28,2,189,2019.0,4.0,27.0
11298,Manhattan,Chinatown,40.71319,-73.99265,Private room,100,1,1,0.02,1,0,2015.0,10.0,13.0
11299,Brooklyn,Williamsburg,40.70894,-73.94554,Entire home/apt,150,2,198,4.48,1,92,2019.0,6.0,23.0
11300,Manhattan,Chinatown,40.7182,-73.99562,Private room,63,1,52,1.14,2,276,2019.0,6.0,15.0
11301,Manhattan,Washington Heights,40.84478,-73.94132,Entire home/apt,175,1,1,0.02,1,0,2015.0,12.0,27.0
11302,Brooklyn,Bushwick,40.69911,-73.91601,Private room,84,3,17,0.38,1,0,2016.0,8.0,19.0
11303,Bronx,Morris Heights,40.85311,-73.90861,Private room,33,2,103,2.27,2,282,2019.0,5.0,31.0
11304,Brooklyn,Crown Heights,40.67553,-73.94195,Private room,50,5,1,0.02,1,35,2016.0,1.0,2.0
11305,Brooklyn,Crown Heights,40.67869,-73.95498,Private room,75,1,1,0.02,1,0,2015.0,10.0,27.0
11306,Manhattan,Kips Bay,40.74433,-73.97769,Private room,125,2,10,0.22,1,256,2018.0,10.0,22.0
11307,Brooklyn,Williamsburg,40.70353,-73.93482,Entire home/apt,140,7,16,0.49,1,1,2019.0,3.0,15.0
11308,Brooklyn,Sunset Park,40.64962,-74.0035,Entire home/apt,85,5,0,0.0,1,0,0.0,0.0,0.0
11309,Brooklyn,Carroll Gardens,40.67778,-73.9952,Entire home/apt,250,1,50,1.46,5,365,2019.0,6.0,25.0
11310,Brooklyn,Bushwick,40.70021,-73.92241,Private room,60,3,1,0.02,1,0,2015.0,10.0,14.0
11311,Brooklyn,Bedford-Stuyvesant,40.69348,-73.95472,Private room,45,1,0,0.0,1,0,0.0,0.0,0.0
11312,Manhattan,East Village,40.73046,-73.98094,Entire home/apt,395,7,0,0.0,1,0,0.0,0.0,0.0
11313,Manhattan,Inwood,40.86729,-73.92716,Entire home/apt,140,1,49,1.23,1,16,2019.0,6.0,26.0
11314,Manhattan,Upper West Side,40.77874,-73.98437,Entire home/apt,190,5,15,0.35,1,0,2019.0,3.0,21.0
11315,Brooklyn,Bedford-Stuyvesant,40.6775,-73.92584,Entire home/apt,91,2,166,3.66,1,38,2019.0,7.0,1.0
11316,Brooklyn,Bedford-Stuyvesant,40.6945,-73.93113,Private room,40,4,34,0.75,2,105,2018.0,12.0,24.0
11317,Manhattan,Midtown,40.75417,-73.97279,Private room,135,1,0,0.0,1,0,0.0,0.0,0.0
11318,Brooklyn,Crown Heights,40.68003,-73.96123,Private room,50,1,0,0.0,1,0,0.0,0.0,0.0
11319,Queens,Astoria,40.76196,-73.924,Entire home/apt,72,3,7,0.15,1,0,2016.0,1.0,18.0
11320,Brooklyn,Bedford-Stuyvesant,40.68967,-73.93381,Entire home/apt,130,3,115,2.83,1,49,2019.0,6.0,23.0
11321,Brooklyn,Prospect Heights,40.68078,-73.96816,Private room,90,1,6,0.13,1,0,2018.0,6.0,22.0
11322,Manhattan,Financial District,40.70867,-74.0003,Private room,100,15,2,0.06,3,313,2018.0,4.0,16.0
11323,Manhattan,East Harlem,40.80275,-73.93904,Private room,150,1,225,4.95,4,0,2018.0,9.0,30.0
11324,Manhattan,Chinatown,40.71591,-73.99488,Private room,62,10,32,0.74,1,144,2018.0,11.0,22.0
11325,Manhattan,Hell's Kitchen,40.75902,-73.99112,Entire home/apt,100,7,5,0.11,1,0,2016.0,5.0,9.0
11326,Manhattan,East Harlem,40.80109,-73.93887,Private room,150,1,207,4.55,4,0,2019.0,2.0,21.0
11327,Manhattan,Harlem,40.81057,-73.94565,Entire home/apt,95,2,3,0.11,1,6,2017.0,5.0,7.0
11328,Brooklyn,Williamsburg,40.7057,-73.94258,Entire home/apt,170,1,8,0.19,2,0,2018.0,9.0,19.0
11329,Brooklyn,Flatbush,40.63976,-73.96419,Private room,40,7,16,0.39,4,130,2018.0,8.0,11.0
11330,Brooklyn,Bushwick,40.69036,-73.91608,Private room,54,9,23,0.53,8,135,2019.0,5.0,21.0
11331,Brooklyn,Bushwick,40.70438,-73.92117,Private room,30,1,4,0.12,1,0,2016.0,9.0,28.0
11332,Manhattan,Harlem,40.80281,-73.94644,Entire home/apt,150,6,51,1.13,2,66,2019.0,4.0,30.0
11333,Manhattan,Midtown,40.75606,-73.97004,Entire home/apt,250,2,33,0.73,1,7,2019.0,5.0,4.0
11334,Brooklyn,Williamsburg,40.70548,-73.93698,Private room,50,1,1,0.02,4,0,2015.0,11.0,8.0
11335,Brooklyn,Park Slope,40.67424,-73.97717,Entire home/apt,120,1,1,0.02,1,0,2015.0,12.0,1.0
11336,Manhattan,Gramercy,40.73563,-73.98801,Entire home/apt,410,30,3,0.15,2,346,2019.0,5.0,27.0
11337,Brooklyn,Bushwick,40.69609,-73.92369,Entire home/apt,73,45,3,0.07,1,21,2016.0,8.0,20.0
11338,Manhattan,Chelsea,40.7442,-74.00123,Entire home/apt,250,1,1,0.02,1,0,2015.0,12.0,16.0
11339,Manhattan,Midtown,40.74867,-73.96734,Entire home/apt,1170,80,0,0.0,121,365,0.0,0.0,0.0
11340,Manhattan,West Village,40.73523,-74.00607,Entire home/apt,250,2,2,0.04,1,0,2015.0,11.0,8.0
11341,Manhattan,East Village,40.73128,-73.98596,Private room,139,1,6,0.13,3,0,2017.0,6.0,14.0
11342,Manhattan,Lower East Side,40.71292,-73.98496,Entire home/apt,149,5,11,0.28,1,0,2017.0,2.0,4.0
11343,Manhattan,Hell's Kitchen,40.7567,-73.99277,Entire home/apt,185,2,241,5.65,1,22,2019.0,6.0,24.0
11344,Manhattan,Theater District,40.76268,-73.98407,Private room,230,5,10,0.23,1,0,2016.0,9.0,10.0
11345,Manhattan,Hell's Kitchen,40.76455,-73.99297,Entire home/apt,175,1,49,1.11,1,4,2019.0,5.0,5.0
11346,Manhattan,Upper West Side,40.78481,-73.97414,Entire home/apt,150,2,1,0.02,1,0,2015.0,12.0,19.0
11347,Brooklyn,Williamsburg,40.71554,-73.96246,Entire home/apt,325,1,264,5.85,2,47,2019.0,6.0,16.0
11348,Brooklyn,East New York,40.66586,-73.89443,Shared room,100,4,0,0.0,1,270,0.0,0.0,0.0
11349,Manhattan,East Harlem,40.79333,-73.94274,Private room,50,1,0,0.0,1,0,0.0,0.0,0.0
11350,Manhattan,Washington Heights,40.84121,-73.93881,Entire home/apt,80,12,27,0.67,3,88,2018.0,8.0,10.0
11351,Brooklyn,Bedford-Stuyvesant,40.68691,-73.93294,Entire home/apt,135,28,29,0.65,1,268,2018.0,11.0,10.0
11352,Queens,Forest Hills,40.73122,-73.85302,Private room,32,60,3,0.08,1,0,2018.0,12.0,21.0
11353,Manhattan,Lower East Side,40.71963,-73.98499,Entire home/apt,261,4,196,4.3,1,125,2019.0,6.0,5.0
11354,Brooklyn,Prospect-Lefferts Gardens,40.65685,-73.95688,Entire home/apt,60,3,0,0.0,1,0,0.0,0.0,0.0
11355,Brooklyn,Crown Heights,40.67722,-73.95305,Private room,57,2,91,2.06,4,228,2019.0,6.0,23.0
11356,Manhattan,East Harlem,40.8081,-73.93807,Entire home/apt,225,2,62,1.62,1,231,2019.0,6.0,19.0
11357,Brooklyn,Greenpoint,40.72922,-73.95134,Entire home/apt,200,3,1,0.02,1,0,2015.0,11.0,3.0
11358,Queens,Glendale,40.70302,-73.89499,Private room,115,2,0,0.0,1,0,0.0,0.0,0.0
11359,Manhattan,Upper East Side,40.769,-73.9541,Entire home/apt,200,2,5,0.11,1,0,2016.0,5.0,22.0
11360,Manhattan,Lower East Side,40.72159,-73.99234,Entire home/apt,699,6,0,0.0,1,0,0.0,0.0,0.0
11361,Brooklyn,Prospect-Lefferts Gardens,40.66089,-73.93993,Private room,65,2,81,1.79,4,131,2019.0,4.0,8.0
11362,Brooklyn,Greenpoint,40.72311,-73.93819,Entire home/apt,150,2,1,0.02,2,0,2016.0,2.0,27.0
11363,Manhattan,Hell's Kitchen,40.76206,-73.9937,Entire home/apt,375,3,3,0.07,2,0,2016.0,1.0,2.0
11364,Manhattan,Upper West Side,40.78698,-73.97005,Entire home/apt,175,3,0,0.0,1,0,0.0,0.0,0.0
11365,Brooklyn,Bedford-Stuyvesant,40.69937,-73.94447,Private room,45,1,9,0.27,1,0,2019.0,3.0,6.0
11366,Manhattan,Upper West Side,40.79221,-73.96588,Entire home/apt,225,3,2,0.04,1,0,2015.0,11.0,2.0
11367,Manhattan,SoHo,40.72549,-74.00523,Entire home/apt,165,10,31,0.71,1,55,2019.0,5.0,16.0
11368,Manhattan,Chelsea,40.74336,-73.99706,Entire home/apt,250,1,0,0.0,1,0,0.0,0.0,0.0
11369,Brooklyn,Williamsburg,40.71097,-73.95886,Entire home/apt,1150,7,2,0.04,1,0,2015.0,12.0,7.0
11370,Brooklyn,Bedford-Stuyvesant,40.6802,-73.95768,Entire home/apt,85,3,1,0.03,1,0,2016.0,9.0,8.0
11371,Brooklyn,Park Slope,40.67129,-73.98277,Entire home/apt,135,2,0,0.0,1,0,0.0,0.0,0.0
11372,Manhattan,East Harlem,40.79037,-73.9445,Entire home/apt,125,1,2,0.04,1,0,2015.0,11.0,29.0
11373,Staten Island,Shore Acres,40.60597,-74.06208,Private room,300,1,0,0.0,1,0,0.0,0.0,0.0
11374,Brooklyn,Boerum Hill,40.68338,-73.98231,Entire home/apt,120,4,0,0.0,1,0,0.0,0.0,0.0
11375,Brooklyn,Williamsburg,40.70658,-73.94413,Entire home/apt,100,1,2,0.05,1,0,2017.0,6.0,2.0
11376,Manhattan,Nolita,40.72337,-73.99574,Entire home/apt,179,3,26,0.58,1,6,2019.0,6.0,16.0
11377,Brooklyn,Bedford-Stuyvesant,40.68721,-73.94257,Private room,50,3,4,0.09,1,0,2016.0,1.0,13.0
11378,Brooklyn,Bedford-Stuyvesant,40.68363,-73.94142,Entire home/apt,115,5,28,0.7,2,347,2019.0,7.0,8.0
11379,Brooklyn,Bedford-Stuyvesant,40.68549,-73.93268,Entire home/apt,100,3,151,3.32,1,105,2019.0,6.0,29.0
11380,Queens,Astoria,40.76628,-73.91761,Private room,75,2,94,2.08,3,35,2019.0,7.0,7.0
11381,Brooklyn,Greenpoint,40.7308,-73.95394,Private room,60,1,4,0.09,1,0,2016.0,10.0,23.0
11382,Manhattan,Chelsea,40.74197,-74.00409,Entire home/apt,240,2,1,0.02,1,0,2015.0,11.0,2.0
11383,Manhattan,Harlem,40.81147,-73.9471,Entire home/apt,290,3,58,1.33,1,188,2018.0,1.0,2.0
11384,Brooklyn,Bushwick,40.69639,-73.91008,Private room,56,5,76,1.74,2,68,2019.0,4.0,11.0
11385,Manhattan,Washington Heights,40.84444,-73.9399,Private room,95,2,32,0.72,1,170,2019.0,6.0,30.0
11386,Manhattan,Harlem,40.80769,-73.95497,Private room,70,1,76,1.78,1,293,2019.0,6.0,18.0
11387,Manhattan,East Harlem,40.79387,-73.94202,Entire home/apt,125,4,8,0.18,1,0,2017.0,6.0,18.0
11388,Manhattan,East Village,40.72704,-73.98783,Entire home/apt,195,1,4,0.09,1,0,2015.0,10.0,31.0
11389,Queens,Jamaica,40.68858,-73.78961,Private room,45,1,25,0.65,2,335,2019.0,1.0,31.0
11390,Manhattan,Hell's Kitchen,40.76767,-73.98783,Shared room,64,2,0,0.0,1,0,0.0,0.0,0.0
11391,Brooklyn,Flatbush,40.64272,-73.95852,Private room,50,3,9,0.2,1,0,2016.0,10.0,22.0
11392,Brooklyn,Greenpoint,40.72212,-73.9378,Entire home/apt,80,3,0,0.0,1,0,0.0,0.0,0.0
11393,Brooklyn,Bushwick,40.68769,-73.91377,Private room,55,2,197,4.46,2,21,2019.0,6.0,24.0
11394,Brooklyn,Cobble Hill,40.68561,-73.99572,Entire home/apt,1000,5,1,0.02,1,0,2016.0,1.0,3.0
11395,Queens,Astoria,40.76114,-73.91398,Private room,42,60,1,0.02,1,0,2015.0,10.0,26.0
11396,Brooklyn,Williamsburg,40.70813,-73.95104,Private room,80,4,0,0.0,1,0,0.0,0.0,0.0
11397,Brooklyn,Clinton Hill,40.68313,-73.96165,Entire home/apt,105,1,54,1.19,1,365,2019.0,6.0,11.0
11398,Brooklyn,Bedford-Stuyvesant,40.68519,-73.91494,Private room,45,3,11,0.24,1,66,2018.0,9.0,11.0
11399,Manhattan,East Village,40.73113,-73.98295,Entire home/apt,125,2,2,0.06,1,0,2016.0,8.0,31.0
11400,Queens,Laurelton,40.66943,-73.74778,Private room,45,2,85,1.99,5,333,2019.0,5.0,26.0
11401,Brooklyn,Clinton Hill,40.69096,-73.96052,Private room,95,2,10,0.22,1,22,2019.0,6.0,15.0
11402,Brooklyn,Cobble Hill,40.68954,-73.99383,Entire home/apt,200,5,7,0.16,1,0,2019.0,1.0,1.0
11403,Manhattan,Gramercy,40.73743,-73.98652,Entire home/apt,190,2,76,1.68,1,12,2019.0,6.0,14.0
11404,Manhattan,Harlem,40.80519,-73.94974,Entire home/apt,170,4,28,0.82,1,364,2019.0,6.0,18.0
11405,Brooklyn,Columbia St,40.6893,-74.00023,Entire home/apt,250,7,0,0.0,1,0,0.0,0.0,0.0
11406,Brooklyn,Bedford-Stuyvesant,40.67853,-73.91142,Private room,54,2,2,0.05,1,0,2016.0,1.0,2.0
11407,Manhattan,Midtown,40.75556,-73.96817,Entire home/apt,150,1,3,0.07,1,0,2015.0,12.0,28.0
11408,Manhattan,East Village,40.72417,-73.98391,Entire home/apt,300,2,1,0.02,1,0,2016.0,1.0,3.0
11409,Brooklyn,Prospect Heights,40.67381,-73.96496,Private room,115,2,2,0.92,1,362,2019.0,6.0,23.0
11410,Manhattan,West Village,40.73458,-74.00808,Entire home/apt,225,1,83,1.9,1,344,2019.0,6.0,17.0
11411,Manhattan,East Harlem,40.7929,-73.94108,Private room,83,1,0,0.0,1,0,0.0,0.0,0.0
11412,Manhattan,Upper East Side,40.76941,-73.96694,Entire home/apt,125,30,10,0.27,12,0,2019.0,5.0,18.0
11413,Manhattan,Midtown,40.76385,-73.98212,Entire home/apt,250,1,1,0.02,1,0,2015.0,10.0,18.0
11414,Brooklyn,Greenpoint,40.72216,-73.94255,Entire home/apt,129,3,93,2.1,1,0,2019.0,5.0,28.0
11415,Manhattan,Hell's Kitchen,40.76262,-73.98677,Entire home/apt,135,2,115,2.56,1,19,2019.0,6.0,23.0
11416,Brooklyn,Williamsburg,40.71248,-73.96679,Entire home/apt,200,20,0,0.0,1,0,0.0,0.0,0.0
11417,Brooklyn,Greenpoint,40.73072,-73.95416,Entire home/apt,175,2,12,0.77,1,0,2019.0,1.0,13.0
11418,Queens,Long Island City,40.75085,-73.93743,Private room,55,3,6,0.13,1,0,2015.0,11.0,20.0
11419,Brooklyn,Williamsburg,40.70953,-73.92657,Private room,50,1,0,0.0,1,0,0.0,0.0,0.0
11420,Manhattan,East Village,40.72988,-73.98713,Private room,125,1,2,0.05,1,0,2015.0,12.0,30.0
11421,Brooklyn,Brooklyn Heights,40.69933,-73.99249,Entire home/apt,200,3,2,0.06,1,0,2017.0,4.0,17.0
11422,Brooklyn,Prospect-Lefferts Gardens,40.65631,-73.95535,Private room,40,10,12,0.28,1,343,2019.0,6.0,30.0
11423,Queens,Flushing,40.74651,-73.83195,Private room,50,1,71,1.57,3,83,2019.0,5.0,11.0
11424,Brooklyn,Williamsburg,40.70883,-73.94415,Private room,166,1,16,0.36,1,0,2016.0,11.0,14.0
11425,Manhattan,Gramercy,40.73557,-73.98353,Private room,124,1,118,2.7,1,278,2019.0,6.0,23.0
11426,Brooklyn,Bushwick,40.69497,-73.92598,Private room,65,2,28,0.7,1,204,2019.0,3.0,19.0
11427,Manhattan,Inwood,40.86689,-73.92224,Private room,57,1,6,0.13,1,1,2017.0,1.0,2.0
11428,Manhattan,Midtown,40.74382,-73.98798,Private room,100,1,1,0.02,1,0,2015.0,10.0,15.0
11429,Brooklyn,Prospect-Lefferts Gardens,40.65783,-73.9567,Private room,60,3,9,0.2,1,0,2018.0,7.0,28.0
11430,Brooklyn,Bushwick,40.69883,-73.93364,Private room,90,1,254,5.59,5,222,2019.0,6.0,23.0
11431,Manhattan,Hell's Kitchen,40.76374,-73.99422,Private room,130,1,66,1.75,2,289,2019.0,7.0,3.0
11432,Brooklyn,Park Slope,40.66848,-73.98002,Entire home/apt,350,4,18,0.42,1,0,2016.0,11.0,24.0
11433,Brooklyn,Crown Heights,40.67052,-73.95621,Private room,60,2,1,0.02,1,0,2015.0,10.0,21.0
11434,Manhattan,East Village,40.72285,-73.98133,Private room,80,2,7,0.15,1,0,2016.0,3.0,1.0
11435,Brooklyn,Prospect-Lefferts Gardens,40.65874,-73.96108,Entire home/apt,70,1,0,0.0,1,0,0.0,0.0,0.0
11436,Brooklyn,Bushwick,40.70554,-73.91934,Private room,41,7,0,0.0,1,0,0.0,0.0,0.0
11437,Queens,Maspeth,40.72582,-73.90549,Entire home/apt,100,3,74,1.63,1,321,2019.0,5.0,20.0
11438,Manhattan,East Village,40.72887,-73.98835,Entire home/apt,500,1,0,0.0,1,53,0.0,0.0,0.0
11439,Brooklyn,Bedford-Stuyvesant,40.68846,-73.95653,Entire home/apt,200,3,115,2.61,1,243,2019.0,7.0,7.0
11440,Manhattan,Hell's Kitchen,40.76285,-73.99159,Private room,120,6,17,0.38,2,0,2017.0,10.0,18.0
11441,Queens,Woodside,40.74968,-73.90333,Private room,170,1,1,0.03,3,90,2016.0,6.0,8.0
11442,Brooklyn,Park Slope,40.67603,-73.98239,Private room,42,15,3,0.07,1,0,2017.0,5.0,18.0
11443,Manhattan,Inwood,40.87157,-73.91744,Private room,50,1,38,0.85,2,344,2019.0,7.0,1.0
11444,Manhattan,Morningside Heights,40.80596,-73.96471,Entire home/apt,170,1,7,0.16,1,0,2016.0,10.0,8.0
11445,Manhattan,Little Italy,40.71855,-73.99791,Entire home/apt,189,1,168,3.71,1,347,2019.0,6.0,22.0
11446,Manhattan,Upper West Side,40.78671,-73.97825,Entire home/apt,150,2,11,0.24,1,0,2016.0,6.0,26.0
11447,Manhattan,East Village,40.72797,-73.97787,Private room,77,1,9,0.21,1,0,2016.0,9.0,10.0
11448,Brooklyn,Williamsburg,40.7069,-73.93754,Entire home/apt,150,1,0,0.0,1,0,0.0,0.0,0.0
11449,Brooklyn,Bushwick,40.6965,-73.91036,Private room,60,5,165,3.63,2,261,2019.0,5.0,21.0
11450,Manhattan,Hell's Kitchen,40.76392,-73.99514,Entire home/apt,150,1,1,0.03,1,0,2016.0,5.0,8.0
11451,Manhattan,Upper East Side,40.77688,-73.94687,Entire home/apt,120,1,2,0.05,1,0,2015.0,12.0,16.0
11452,Manhattan,East Harlem,40.79714,-73.94023,Entire home/apt,85,1,2,0.05,1,0,2016.0,6.0,29.0
11453,Brooklyn,Bushwick,40.69699,-73.93387,Private room,85,1,270,5.94,5,227,2019.0,6.0,21.0
11454,Manhattan,Chelsea,40.74339,-73.99414,Entire home/apt,450,6,2,0.05,1,0,2018.0,12.0,29.0
